user_id,segment_id,segment_name
U16818,S004,MidAOV_HighEng_LowProf
U16819,S006,LowAOV_LowEng_ELSE
U16820,S003,MidAOV_LowEng_ELSE
U16821,S001,HighAOV_ELSE_ELSE
U16822,S003,MidAOV_LowEng_ELSE
U16823,S002,MidAOV_HighEng_HighProf
U16824,S004,MidAOV_HighEng_LowProf
U16825,S002,MidAOV_HighEng_HighProf
U16826,S003,MidAOV_LowEng_ELSE
U16827,S004,MidAOV_HighEng_LowProf
U16828,S003,MidAOV_LowEng_ELSE
U16829,S006,LowAOV_LowEng_ELSE
U16830,S006,LowAOV_LowEng_ELSE
U16831,S002,MidAOV_HighEng_HighProf
U16832,S001,HighAOV_ELSE_ELSE
U16833,S003,MidAOV_LowEng_ELSE
U16834,S003,MidAOV_LowEng_ELSE
U16835,S006,LowAOV_LowEng_ELSE
U16836,S003,MidAOV_LowEng_ELSE
U16837,S002,MidAOV_HighEng_HighProf
U16838,S003,MidAOV_LowEng_ELSE
U16839,S003,MidAOV_LowEng_ELSE
U16840,S005,LowAOV_HighEng_ELSE
U16841,S004,MidAOV_HighEng_LowProf
U16842,S003,MidAOV_LowEng_ELSE
U16843,S005,LowAOV_HighEng_ELSE
U16844,S003,MidAOV_LowEng_ELSE
U16845,S002,MidAOV_HighEng_HighProf
U16846,S002,MidAOV_HighEng_HighProf
U16847,S006,LowAOV_LowEng_ELSE
U16848,S005,LowAOV_HighEng_ELSE
U16849,S006,LowAOV_LowEng_ELSE
U16850,S003,MidAOV_LowEng_ELSE
U16851,S002,MidAOV_HighEng_HighProf
U16852,S001,HighAOV_ELSE_ELSE
U16853,S003,MidAOV_LowEng_ELSE
U16854,S001,HighAOV_ELSE_ELSE
U16855,S003,MidAOV_LowEng_ELSE
U16856,S003,MidAOV_LowEng_ELSE
U16857,S001,HighAOV_ELSE_ELSE
U16858,S003,MidAOV_LowEng_ELSE
U16859,S001,HighAOV_ELSE_ELSE
U16860,S003,MidAOV_LowEng_ELSE
U16861,S006,LowAOV_LowEng_ELSE
U16862,S003,MidAOV_LowEng_ELSE
U16863,S006,LowAOV_LowEng_ELSE
U16864,S002,MidAOV_HighEng_HighProf
U16865,S006,LowAOV_LowEng_ELSE
U16866,S002,MidAOV_HighEng_HighProf
U16867,S003,MidAOV_LowEng_ELSE
U16868,S006,LowAOV_LowEng_ELSE
U16869,S002,MidAOV_HighEng_HighProf
U16870,S003,MidAOV_LowEng_ELSE
U16871,S003,MidAOV_LowEng_ELSE
U16872,S006,LowAOV_LowEng_ELSE
U16873,S002,MidAOV_HighEng_HighProf
U16874,S002,MidAOV_HighEng_HighProf
U16875,S006,LowAOV_LowEng_ELSE
U16876,S001,HighAOV_ELSE_ELSE
U16877,S006,LowAOV_LowEng_ELSE
U16878,S001,HighAOV_ELSE_ELSE
U16879,S006,LowAOV_LowEng_ELSE
U16880,S001,HighAOV_ELSE_ELSE
U16881,S001,HighAOV_ELSE_ELSE
U16882,S004,MidAOV_HighEng_LowProf
U16883,S001,HighAOV_ELSE_ELSE
U16884,S001,HighAOV_ELSE_ELSE
U16885,S004,MidAOV_HighEng_LowProf
U16886,S002,MidAOV_HighEng_HighProf
U16887,S002,MidAOV_HighEng_HighProf
U16888,S002,MidAOV_HighEng_HighProf
U16889,S003,MidAOV_LowEng_ELSE
U16890,S003,MidAOV_LowEng_ELSE
U16891,S005,LowAOV_HighEng_ELSE
U16892,S001,HighAOV_ELSE_ELSE
U16893,S006,LowAOV_LowEng_ELSE
U16894,S005,LowAOV_HighEng_ELSE
U16895,S003,MidAOV_LowEng_ELSE
U16896,S002,MidAOV_HighEng_HighProf
U16897,S001,HighAOV_ELSE_ELSE
U16898,S003,MidAOV_LowEng_ELSE
U16899,S003,MidAOV_LowEng_ELSE
U16900,S002,MidAOV_HighEng_HighProf
U16901,S006,LowAOV_LowEng_ELSE
U16902,S002,MidAOV_HighEng_HighProf
U16903,S005,LowAOV_HighEng_ELSE
U16904,S004,MidAOV_HighEng_LowProf
U16905,S002,MidAOV_HighEng_HighProf
U16906,S002,MidAOV_HighEng_HighProf
U16907,S006,LowAOV_LowEng_ELSE
U16908,S003,MidAOV_LowEng_ELSE
U16909,S003,MidAOV_LowEng_ELSE
U16910,S006,LowAOV_LowEng_ELSE
U16911,S001,HighAOV_ELSE_ELSE
U16912,S006,LowAOV_LowEng_ELSE
U16913,S006,LowAOV_LowEng_ELSE
U16914,S001,HighAOV_ELSE_ELSE
U16915,S003,MidAOV_LowEng_ELSE
U16916,S001,HighAOV_ELSE_ELSE
U16917,S006,LowAOV_LowEng_ELSE
U16918,S002,MidAOV_HighEng_HighProf
U16919,S003,MidAOV_LowEng_ELSE
U16920,S005,LowAOV_HighEng_ELSE
U16921,S004,MidAOV_HighEng_LowProf
U16922,S001,HighAOV_ELSE_ELSE
U16923,S003,MidAOV_LowEng_ELSE
U16924,S003,MidAOV_LowEng_ELSE
U16925,S001,HighAOV_ELSE_ELSE
U16926,S005,LowAOV_HighEng_ELSE
U16927,S001,HighAOV_ELSE_ELSE
U16928,S003,MidAOV_LowEng_ELSE
U16929,S004,MidAOV_HighEng_LowProf
U16930,S004,MidAOV_HighEng_LowProf
U16931,S006,LowAOV_LowEng_ELSE
U16932,S004,MidAOV_HighEng_LowProf
U16933,S001,HighAOV_ELSE_ELSE
U16934,S003,MidAOV_LowEng_ELSE
U16935,S003,MidAOV_LowEng_ELSE
U16936,S003,MidAOV_LowEng_ELSE
U16937,S003,MidAOV_LowEng_ELSE
U16938,S006,LowAOV_LowEng_ELSE
U16939,S003,MidAOV_LowEng_ELSE
U16940,S003,MidAOV_LowEng_ELSE
U16941,S002,MidAOV_HighEng_HighProf
U16942,S006,LowAOV_LowEng_ELSE
U16943,S001,HighAOV_ELSE_ELSE
U16944,S006,LowAOV_LowEng_ELSE
U16945,S001,HighAOV_ELSE_ELSE
U16946,S004,MidAOV_HighEng_LowProf
U16947,S006,LowAOV_LowEng_ELSE
U16948,S006,LowAOV_LowEng_ELSE
U16949,S005,LowAOV_HighEng_ELSE
U16950,S001,HighAOV_ELSE_ELSE
U16951,S005,LowAOV_HighEng_ELSE
U16952,S003,MidAOV_LowEng_ELSE
U16953,S002,MidAOV_HighEng_HighProf
U16954,S006,LowAOV_LowEng_ELSE
U16955,S003,MidAOV_LowEng_ELSE
U16956,S002,MidAOV_HighEng_HighProf
U16957,S006,LowAOV_LowEng_ELSE
U16958,S001,HighAOV_ELSE_ELSE
U16959,S002,MidAOV_HighEng_HighProf
U16960,S001,HighAOV_ELSE_ELSE
U16961,S004,MidAOV_HighEng_LowProf
U16962,S001,HighAOV_ELSE_ELSE
U16963,S001,HighAOV_ELSE_ELSE
U16964,S001,HighAOV_ELSE_ELSE
U16965,S005,LowAOV_HighEng_ELSE
U16966,S003,MidAOV_LowEng_ELSE
U16967,S003,MidAOV_LowEng_ELSE
U16968,S001,HighAOV_ELSE_ELSE
U16969,S003,MidAOV_LowEng_ELSE
U16970,S006,LowAOV_LowEng_ELSE
U16971,S005,LowAOV_HighEng_ELSE
U16972,S003,MidAOV_LowEng_ELSE
U16973,S002,MidAOV_HighEng_HighProf
U16974,S006,LowAOV_LowEng_ELSE
U16975,S006,LowAOV_LowEng_ELSE
U16976,S003,MidAOV_LowEng_ELSE
U16977,S001,HighAOV_ELSE_ELSE
U16978,S004,MidAOV_HighEng_LowProf
U16979,S003,MidAOV_LowEng_ELSE
U16980,S003,MidAOV_LowEng_ELSE
U16981,S003,MidAOV_LowEng_ELSE
U16982,S006,LowAOV_LowEng_ELSE
U16983,S006,LowAOV_LowEng_ELSE
U16984,S001,HighAOV_ELSE_ELSE
U16985,S006,LowAOV_LowEng_ELSE
U16986,S004,MidAOV_HighEng_LowProf
U16987,S006,LowAOV_LowEng_ELSE
U16988,S003,MidAOV_LowEng_ELSE
U16989,S005,LowAOV_HighEng_ELSE
U16990,S006,LowAOV_LowEng_ELSE
U16991,S003,MidAOV_LowEng_ELSE
U16992,S004,MidAOV_HighEng_LowProf
U16993,S001,HighAOV_ELSE_ELSE
U16994,S003,MidAOV_LowEng_ELSE
U16995,S006,LowAOV_LowEng_ELSE
U16996,S006,LowAOV_LowEng_ELSE
U16997,S003,MidAOV_LowEng_ELSE
U16998,S005,LowAOV_HighEng_ELSE
U16999,S005,LowAOV_HighEng_ELSE
U17000,S001,HighAOV_ELSE_ELSE
U17001,S003,MidAOV_LowEng_ELSE
U17002,S006,LowAOV_LowEng_ELSE
U17003,S006,LowAOV_LowEng_ELSE
U17004,S002,MidAOV_HighEng_HighProf
U17005,S003,MidAOV_LowEng_ELSE
U17006,S002,MidAOV_HighEng_HighProf
U17007,S003,MidAOV_LowEng_ELSE
U17008,S006,LowAOV_LowEng_ELSE
U17009,S001,HighAOV_ELSE_ELSE
U17010,S002,MidAOV_HighEng_HighProf
U17011,S006,LowAOV_LowEng_ELSE
U17012,S003,MidAOV_LowEng_ELSE
U17013,S002,MidAOV_HighEng_HighProf
U17014,S006,LowAOV_LowEng_ELSE
U17015,S006,LowAOV_LowEng_ELSE
U17016,S001,HighAOV_ELSE_ELSE
U17017,S002,MidAOV_HighEng_HighProf
U17018,S003,MidAOV_LowEng_ELSE
U17019,S003,MidAOV_LowEng_ELSE
U17020,S004,MidAOV_HighEng_LowProf
U17021,S004,MidAOV_HighEng_LowProf
U17022,S006,LowAOV_LowEng_ELSE
U17023,S003,MidAOV_LowEng_ELSE
U17024,S003,MidAOV_LowEng_ELSE
U17025,S006,LowAOV_LowEng_ELSE
U17026,S006,LowAOV_LowEng_ELSE
U17027,S006,LowAOV_LowEng_ELSE
U17028,S005,LowAOV_HighEng_ELSE
U17029,S003,MidAOV_LowEng_ELSE
U17030,S003,MidAOV_LowEng_ELSE
U17031,S001,HighAOV_ELSE_ELSE
U17032,S006,LowAOV_LowEng_ELSE
U17033,S004,MidAOV_HighEng_LowProf
U17034,S004,MidAOV_HighEng_LowProf
U17035,S003,MidAOV_LowEng_ELSE
U17036,S001,HighAOV_ELSE_ELSE
U17037,S006,LowAOV_LowEng_ELSE
U17038,S001,HighAOV_ELSE_ELSE
U17039,S006,LowAOV_LowEng_ELSE
U17040,S003,MidAOV_LowEng_ELSE
U17041,S001,HighAOV_ELSE_ELSE
U17042,S006,LowAOV_LowEng_ELSE
U17043,S001,HighAOV_ELSE_ELSE
U17044,S002,MidAOV_HighEng_HighProf
U17045,S002,MidAOV_HighEng_HighProf
U17046,S006,LowAOV_LowEng_ELSE
U17047,S005,LowAOV_HighEng_ELSE
U17048,S005,LowAOV_HighEng_ELSE
U17049,S003,MidAOV_LowEng_ELSE
U17050,S001,HighAOV_ELSE_ELSE
U17051,S002,MidAOV_HighEng_HighProf
U17052,S001,HighAOV_ELSE_ELSE
U17053,S001,HighAOV_ELSE_ELSE
U17054,S001,HighAOV_ELSE_ELSE
U17055,S005,LowAOV_HighEng_ELSE
U17056,S002,MidAOV_HighEng_HighProf
U17057,S002,MidAOV_HighEng_HighProf
U17058,S003,MidAOV_LowEng_ELSE
U17059,S006,LowAOV_LowEng_ELSE
U17060,S001,HighAOV_ELSE_ELSE
U17061,S003,MidAOV_LowEng_ELSE
U17062,S005,LowAOV_HighEng_ELSE
U17063,S002,MidAOV_HighEng_HighProf
U17064,S003,MidAOV_LowEng_ELSE
U17065,S003,MidAOV_LowEng_ELSE
U17066,S001,HighAOV_ELSE_ELSE
U17067,S006,LowAOV_LowEng_ELSE
U17068,S003,MidAOV_LowEng_ELSE
U17069,S005,LowAOV_HighEng_ELSE
U17070,S001,HighAOV_ELSE_ELSE
U17071,S002,MidAOV_HighEng_HighProf
U17072,S002,MidAOV_HighEng_HighProf
U17073,S001,HighAOV_ELSE_ELSE
U17074,S006,LowAOV_LowEng_ELSE
U17075,S006,LowAOV_LowEng_ELSE
U17076,S005,LowAOV_HighEng_ELSE
U17077,S004,MidAOV_HighEng_LowProf
U17078,S003,MidAOV_LowEng_ELSE
U17079,S001,HighAOV_ELSE_ELSE
U17080,S003,MidAOV_LowEng_ELSE
U17081,S006,LowAOV_LowEng_ELSE
U17082,S003,MidAOV_LowEng_ELSE
U17083,S001,HighAOV_ELSE_ELSE
U17084,S006,LowAOV_LowEng_ELSE
U17085,S002,MidAOV_HighEng_HighProf
U17086,S001,HighAOV_ELSE_ELSE
U17087,S006,LowAOV_LowEng_ELSE
U17088,S006,LowAOV_LowEng_ELSE
U17089,S005,LowAOV_HighEng_ELSE
U17090,S001,HighAOV_ELSE_ELSE
U17091,S002,MidAOV_HighEng_HighProf
U17092,S003,MidAOV_LowEng_ELSE
U17093,S006,LowAOV_LowEng_ELSE
U17094,S005,LowAOV_HighEng_ELSE
U17095,S003,MidAOV_LowEng_ELSE
U17096,S003,MidAOV_LowEng_ELSE
U17097,S005,LowAOV_HighEng_ELSE
U17098,S003,MidAOV_LowEng_ELSE
U17099,S005,LowAOV_HighEng_ELSE
U17100,S003,MidAOV_LowEng_ELSE
U17101,S004,MidAOV_HighEng_LowProf
U17102,S001,HighAOV_ELSE_ELSE
U17103,S001,HighAOV_ELSE_ELSE
U17104,S005,LowAOV_HighEng_ELSE
U17105,S005,LowAOV_HighEng_ELSE
U17106,S006,LowAOV_LowEng_ELSE
U17107,S001,HighAOV_ELSE_ELSE
U17108,S005,LowAOV_HighEng_ELSE
U17109,S003,MidAOV_LowEng_ELSE
U17110,S005,LowAOV_HighEng_ELSE
U17111,S005,LowAOV_HighEng_ELSE
U17112,S003,MidAOV_LowEng_ELSE
U17113,S006,LowAOV_LowEng_ELSE
U17114,S002,MidAOV_HighEng_HighProf
U17115,S005,LowAOV_HighEng_ELSE
U17116,S003,MidAOV_LowEng_ELSE
U17117,S003,MidAOV_LowEng_ELSE
U17118,S001,HighAOV_ELSE_ELSE
U17119,S001,HighAOV_ELSE_ELSE
U17120,S002,MidAOV_HighEng_HighProf
U17121,S003,MidAOV_LowEng_ELSE
U17122,S006,LowAOV_LowEng_ELSE
U17123,S006,LowAOV_LowEng_ELSE
U17124,S002,MidAOV_HighEng_HighProf
U17125,S002,MidAOV_HighEng_HighProf
U17126,S003,MidAOV_LowEng_ELSE
U17127,S003,MidAOV_LowEng_ELSE
U17128,S001,HighAOV_ELSE_ELSE
U17129,S006,LowAOV_LowEng_ELSE
U17130,S006,LowAOV_LowEng_ELSE
U17131,S003,MidAOV_LowEng_ELSE
U17132,S006,LowAOV_LowEng_ELSE
U17133,S001,HighAOV_ELSE_ELSE
U17134,S003,MidAOV_LowEng_ELSE
U17135,S003,MidAOV_LowEng_ELSE
U17136,S005,LowAOV_HighEng_ELSE
U17137,S005,LowAOV_HighEng_ELSE
U17138,S005,LowAOV_HighEng_ELSE
U17139,S003,MidAOV_LowEng_ELSE
U17140,S004,MidAOV_HighEng_LowProf
U17141,S001,HighAOV_ELSE_ELSE
U17142,S006,LowAOV_LowEng_ELSE
U17143,S003,MidAOV_LowEng_ELSE
U17144,S006,LowAOV_LowEng_ELSE
U17145,S006,LowAOV_LowEng_ELSE
U17146,S002,MidAOV_HighEng_HighProf
U17147,S005,LowAOV_HighEng_ELSE
U17148,S005,LowAOV_HighEng_ELSE
U17149,S004,MidAOV_HighEng_LowProf
U17150,S005,LowAOV_HighEng_ELSE
U17151,S006,LowAOV_LowEng_ELSE
U17152,S005,LowAOV_HighEng_ELSE
U17153,S003,MidAOV_LowEng_ELSE
U17154,S003,MidAOV_LowEng_ELSE
U17155,S004,MidAOV_HighEng_LowProf
U17156,S003,MidAOV_LowEng_ELSE
U17157,S006,LowAOV_LowEng_ELSE
U17158,S006,LowAOV_LowEng_ELSE
U17159,S002,MidAOV_HighEng_HighProf
U17160,S002,MidAOV_HighEng_HighProf
U17161,S002,MidAOV_HighEng_HighProf
U17162,S005,LowAOV_HighEng_ELSE
U17163,S004,MidAOV_HighEng_LowProf
U17164,S005,LowAOV_HighEng_ELSE
U17165,S004,MidAOV_HighEng_LowProf
U17166,S004,MidAOV_HighEng_LowProf
U17167,S002,MidAOV_HighEng_HighProf
U17168,S006,LowAOV_LowEng_ELSE
U17169,S006,LowAOV_LowEng_ELSE
U17170,S003,MidAOV_LowEng_ELSE
U17171,S006,LowAOV_LowEng_ELSE
U17172,S004,MidAOV_HighEng_LowProf
U17173,S002,MidAOV_HighEng_HighProf
U17174,S003,MidAOV_LowEng_ELSE
U17175,S002,MidAOV_HighEng_HighProf
U17176,S004,MidAOV_HighEng_LowProf
U17177,S005,LowAOV_HighEng_ELSE
U17178,S002,MidAOV_HighEng_HighProf
U17179,S006,LowAOV_LowEng_ELSE
U17180,S006,LowAOV_LowEng_ELSE
U17181,S003,MidAOV_LowEng_ELSE
U17182,S006,LowAOV_LowEng_ELSE
U17183,S004,MidAOV_HighEng_LowProf
U17184,S005,LowAOV_HighEng_ELSE
U17185,S004,MidAOV_HighEng_LowProf
U17186,S001,HighAOV_ELSE_ELSE
U17187,S003,MidAOV_LowEng_ELSE
U17188,S001,HighAOV_ELSE_ELSE
U17189,S003,MidAOV_LowEng_ELSE
U17190,S001,HighAOV_ELSE_ELSE
U17191,S001,HighAOV_ELSE_ELSE
U17192,S003,MidAOV_LowEng_ELSE
U17193,S003,MidAOV_LowEng_ELSE
U17194,S004,MidAOV_HighEng_LowProf
U17195,S002,MidAOV_HighEng_HighProf
U17196,S006,LowAOV_LowEng_ELSE
U17197,S002,MidAOV_HighEng_HighProf
U17198,S001,HighAOV_ELSE_ELSE
U17199,S005,LowAOV_HighEng_ELSE
U17200,S002,MidAOV_HighEng_HighProf
U17201,S006,LowAOV_LowEng_ELSE
U17202,S003,MidAOV_LowEng_ELSE
U17203,S006,LowAOV_LowEng_ELSE
U17204,S003,MidAOV_LowEng_ELSE
U17205,S006,LowAOV_LowEng_ELSE
U17206,S006,LowAOV_LowEng_ELSE
U17207,S002,MidAOV_HighEng_HighProf
U17208,S001,HighAOV_ELSE_ELSE
U17209,S004,MidAOV_HighEng_LowProf
U17210,S006,LowAOV_LowEng_ELSE
U17211,S002,MidAOV_HighEng_HighProf
U17212,S002,MidAOV_HighEng_HighProf
U17213,S001,HighAOV_ELSE_ELSE
U17214,S005,LowAOV_HighEng_ELSE
U17215,S003,MidAOV_LowEng_ELSE
U17216,S006,LowAOV_LowEng_ELSE
U17217,S003,MidAOV_LowEng_ELSE
U17218,S005,LowAOV_HighEng_ELSE
U17219,S003,MidAOV_LowEng_ELSE
U17220,S003,MidAOV_LowEng_ELSE
U17221,S002,MidAOV_HighEng_HighProf
U17222,S006,LowAOV_LowEng_ELSE
U17223,S003,MidAOV_LowEng_ELSE
U17224,S002,MidAOV_HighEng_HighProf
U17225,S003,MidAOV_LowEng_ELSE
U17226,S003,MidAOV_LowEng_ELSE
U17227,S002,MidAOV_HighEng_HighProf
U17228,S002,MidAOV_HighEng_HighProf
U17229,S005,LowAOV_HighEng_ELSE
U17230,S004,MidAOV_HighEng_LowProf
U17231,S001,HighAOV_ELSE_ELSE
U17232,S002,MidAOV_HighEng_HighProf
U17233,S006,LowAOV_LowEng_ELSE
